,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Condition1,Condition2,HouseStyle,OverallQual,OverallCond,YearBuilt,RoofStyle,RoofMatl,Exterior2nd,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,FireplaceQu,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
451,452,20,4,62.0,70761,2,0.0,2,3,2,1,2,5,5,6,7,5,1975,2,8,11,0.0,2,4,3,3.0,3.0,4.0,4.0,4.0,0,878,6,3,2,5.0,1533,0,1533,1,0,2,0,1,3,5,7,3.0,1.0,2,576,4.0,5.0,3,200,54,0,0,0,0,0.0,0,12,2006,6,5,280000
452,453,60,4,0.0,9303,2,0.0,2,2,2,2,1,5,5,8,6,5,1996,5,3,14,42.0,3,4,6,4.0,3.0,1.0,4.0,4.0,0,130,6,5,2,5.0,888,0,1756,1,0,2,1,1,2,7,7,0.0,3.0,2,422,4.0,5.0,3,144,122,0,0,0,0,0.0,0,7,2007,6,5,204000
453,454,60,5,75.0,9000,2,0.0,1,2,2,1,1,5,5,8,8,5,2008,2,3,14,0.0,3,4,6,3.0,3.0,1.0,5.0,4.0,0,768,6,5,2,5.0,786,0,1590,0,0,2,1,1,3,6,7,0.0,2.0,2,676,4.0,5.0,3,0,30,0,0,0,0,0.0,0,6,2009,6,5,210000
454,455,90,4,63.0,9297,2,0.0,1,2,2,1,1,5,5,6,5,5,1976,2,3,11,0.0,2,4,3,2.0,3.0,1.0,4.0,4.0,0,122,6,3,2,5.0,1728,0,1728,2,0,2,0,2,2,8,7,0.0,1.0,2,560,4.0,5.0,3,0,0,0,0,0,0,0.0,0,7,2006,6,3,188000
455,456,20,4,80.0,9600,2,0.0,1,2,2,1,1,5,5,6,7,6,1973,5,3,10,320.0,2,4,3,2.0,3.0,1.0,4.0,4.0,0,326,6,2,2,5.0,1242,0,1242,0,0,1,1,1,2,6,7,3.0,1.0,2,528,4.0,5.0,3,0,0,0,0,0,0,0.0,0,9,2007,6,5,175500
456,457,70,2,34.0,4571,2,1.0,1,2,2,1,1,5,5,8,5,5,1916,2,3,2,0.0,2,4,2,2.0,3.0,1.0,5.0,4.0,0,624,6,2,1,5.0,624,0,1344,0,0,1,0,1,2,7,7,0.0,1.0,3,513,2.0,2.0,3,0,0,96,0,0,0,0.0,0,5,2008,5,2,98000
457,458,20,4,0.0,53227,2,0.0,2,3,2,4,2,5,5,6,4,6,1954,4,5,11,0.0,2,4,3,3.0,3.0,4.0,2.0,4.0,0,248,6,5,2,5.0,1663,0,1663,1,0,1,0,1,3,6,5,4.0,3.0,2,529,4.0,5.0,3,224,137,0,0,0,0,0.0,0,3,2008,6,5,256000
458,459,70,2,0.0,5100,2,1.0,1,2,2,1,1,5,5,8,8,7,1925,5,3,7,0.0,2,3,6,2.0,3.0,1.0,5.0,4.0,0,588,6,2,2,5.0,833,0,1666,0,0,1,0,1,3,7,7,4.0,1.0,1,228,4.0,5.0,3,192,63,0,0,0,0,0.0,0,6,2008,6,5,161000
459,460,50,4,0.0,7015,2,0.0,2,1,2,2,1,5,5,3,5,4,1950,2,3,6,161.0,2,4,3,2.0,3.0,1.0,3.0,4.0,0,524,6,3,2,5.0,979,0,1203,1,0,1,0,1,3,5,7,3.0,1.0,1,352,4.0,5.0,3,0,0,248,0,0,0,0.0,0,7,2009,6,5,110000
460,461,60,5,75.0,8004,2,0.0,2,2,2,1,1,4,5,8,8,5,2009,2,3,14,110.0,3,4,6,3.0,3.0,1.0,6.0,4.0,0,288,6,5,2,5.0,832,0,1935,1,0,2,1,1,2,8,7,0.0,3.0,2,552,4.0,5.0,3,0,150,0,0,0,0,0.0,0,12,2009,8,6,263435
461,462,70,4,60.0,7200,2,0.0,1,2,2,1,1,3,5,8,7,9,1936,2,3,5,0.0,3,3,6,3.0,4.0,1.0,4.0,1.0,210,0,6,5,2,5.0,575,0,1135,1,0,1,0,1,3,6,7,0.0,2.0,2,576,4.0,5.0,3,256,0,0,0,0,0,0.0,0,4,2009,6,5,155000
462,463,20,4,60.0,8281,2,0.0,2,2,2,1,1,5,5,6,5,5,1965,2,3,6,0.0,2,4,3,2.0,3.0,1.0,1.0,1.0,311,0,6,4,2,5.0,864,0,864,0,0,1,0,1,2,5,7,1.0,1.0,1,360,4.0,5.0,3,0,0,236,0,0,0,0.0,0,12,2009,6,5,62383
463,464,70,4,74.0,11988,2,0.0,2,4,2,1,2,5,5,8,6,7,1934,5,3,8,0.0,2,4,3,2.0,3.0,1.0,3.0,4.0,0,389,6,2,2,4.0,849,0,1660,0,0,1,1,1,2,6,7,4.0,1.0,1,240,4.0,5.0,3,0,0,0,0,0,0,0.0,0,8,2008,6,5,188700
464,465,20,4,60.0,8430,2,0.0,1,4,2,1,2,5,5,6,5,5,1978,2,3,10,136.0,2,4,3,3.0,3.0,1.0,1.0,4.0,0,424,6,3,2,5.0,1040,0,1040,0,0,2,0,1,2,5,7,0.0,0.0,0,0,0.0,0.0,3,0,0,0,0,0,0,0.0,0,8,2009,6,5,124000
465,466,120,2,0.0,3072,2,0.0,1,2,2,1,1,5,5,6,7,5,2004,5,3,14,18.0,3,4,6,3.0,3.0,1.0,5.0,4.0,0,1375,6,5,2,5.0,1414,0,1414,0,0,2,0,1,3,6,7,3.0,3.0,2,398,4.0,5.0,3,144,20,0,0,0,0,0.0,0,5,2006,6,5,178740
466,467,20,4,85.0,10628,2,0.0,1,2,2,1,1,5,5,6,7,5,1970,4,5,11,0.0,2,3,3,2.0,4.0,4.0,6.0,4.0,0,499,6,3,2,5.0,1277,0,1277,1,0,1,0,1,2,5,7,1.0,1.0,2,526,4.0,5.0,3,0,0,0,0,176,0,0.0,0,4,2007,6,5,167000
467,468,70,4,79.0,9480,2,0.0,1,2,2,1,1,1,5,8,5,7,1942,2,3,6,224.0,2,4,3,2.0,3.0,1.0,3.0,4.0,0,342,6,5,2,5.0,888,0,1644,0,0,1,1,1,3,7,7,4.0,1.0,1,312,4.0,5.0,3,168,0,0,0,0,0,0.0,0,6,2007,6,5,146500
468,469,20,4,98.0,11428,2,0.0,2,2,2,1,1,5,5,6,8,5,2006,2,3,14,248.0,3,4,6,3.0,3.0,1.0,5.0,4.0,0,1626,6,5,2,5.0,1634,0,1634,0,0,2,0,1,3,7,7,4.0,2.0,3,866,4.0,5.0,3,0,44,0,0,0,0,0.0,0,5,2007,6,5,250000
469,470,60,4,76.0,9291,2,0.0,2,2,2,2,1,6,5,8,6,5,1993,2,3,10,120.0,3,4,6,3.0,3.0,1.0,6.0,4.0,0,406,6,5,2,5.0,832,0,1710,0,0,2,1,1,3,7,7,0.0,2.0,2,506,4.0,5.0,3,144,70,0,0,0,0,0.0,0,6,2008,6,5,187000
470,471,120,4,0.0,6820,2,0.0,2,2,2,2,1,5,5,6,8,5,1985,2,3,10,0.0,3,4,6,3.0,3.0,3.0,6.0,1.0,1120,0,6,3,2,5.0,1502,0,1502,1,0,1,1,1,3,4,7,0.0,2.0,2,528,4.0,5.0,3,0,54,0,0,140,0,0.0,0,6,2010,6,5,212000
471,472,60,4,92.0,11952,2,0.0,1,2,2,1,1,9,5,8,7,6,1977,3,6,11,0.0,2,4,3,3.0,3.0,1.0,5.0,4.0,0,808,6,3,2,5.0,1161,0,1969,0,0,2,1,1,2,8,7,4.0,2.0,2,534,4.0,5.0,3,0,0,0,0,276,0,0.0,0,11,2007,6,5,190000
472,473,180,2,35.0,3675,2,0.0,1,2,2,1,1,5,5,5,6,5,2005,2,3,14,80.0,2,4,6,3.0,3.0,4.0,6.0,4.0,0,88,6,5,2,5.0,1072,0,1072,1,0,1,0,1,2,5,7,0.0,2.0,2,525,4.0,5.0,3,0,28,0,0,0,0,0.0,0,6,2008,6,5,148000
474,475,120,4,41.0,5330,2,0.0,1,2,2,1,1,5,5,6,8,5,2000,2,3,15,0.0,3,4,6,3.0,3.0,3.0,6.0,4.0,0,298,6,5,2,5.0,1652,0,1652,1,0,2,0,1,4,6,7,0.0,2.0,2,499,4.0,5.0,3,96,48,0,0,0,0,0.0,0,8,2007,6,5,251000
475,476,20,4,80.0,8480,2,0.0,1,2,2,2,1,5,5,6,5,6,1963,5,3,10,0.0,2,4,3,2.0,3.0,1.0,6.0,4.0,0,340,6,3,2,5.0,970,0,970,1,0,1,0,1,2,5,7,0.0,1.0,2,624,4.0,5.0,3,0,24,0,0,192,0,0.0,0,7,2007,6,5,132500
476,477,20,4,75.0,13125,2,0.0,1,2,2,1,2,5,5,6,6,5,1997,2,3,14,215.0,2,4,6,3.0,3.0,4.0,6.0,4.0,0,484,6,5,2,5.0,1493,0,1493,1,0,2,0,1,3,7,7,3.0,3.0,2,508,4.0,5.0,3,140,39,0,0,0,0,0.0,0,4,2008,6,5,208900
477,478,60,4,105.0,13693,2,0.0,1,2,2,1,1,5,5,8,9,5,2006,5,3,14,772.0,4,4,6,3.0,3.0,3.0,5.0,4.0,0,2153,6,5,2,5.0,2069,0,2643,0,0,2,1,1,4,9,7,4.0,3.0,3,694,4.0,5.0,3,414,84,0,0,0,0,0.0,0,3,2007,6,5,380000
478,479,20,4,79.0,10637,2,0.0,1,2,2,1,1,5,5,6,8,5,2007,5,3,14,336.0,3,4,6,4.0,3.0,4.0,6.0,4.0,0,417,6,5,2,5.0,1718,0,1718,1,0,2,0,1,3,7,7,4.0,2.0,3,826,4.0,5.0,3,208,44,0,0,0,0,0.0,0,9,2009,6,5,297000
479,480,30,2,50.0,5925,2,0.0,1,1,2,1,1,5,5,6,4,7,1937,5,3,8,435.0,2,4,2,1.0,3.0,1.0,1.0,4.0,0,739,6,3,2,5.0,1131,0,1131,0,0,1,0,1,2,7,7,0.0,1.0,2,672,4.0,5.0,3,0,72,0,0,0,0,0.0,0,3,2007,6,4,89471
480,481,20,4,98.0,16033,2,0.0,2,2,2,3,1,5,5,6,9,5,2004,5,3,14,378.0,3,4,6,4.0,3.0,4.0,6.0,4.0,0,572,6,5,2,5.0,1850,0,1850,1,0,2,0,1,3,8,7,4.0,3.0,3,772,4.0,5.0,3,519,112,0,0,0,0,0.0,0,3,2006,6,5,326000
481,482,20,4,72.0,11846,2,0.0,2,4,2,1,1,5,5,6,9,5,2003,5,3,14,562.0,3,4,6,4.0,3.0,4.0,6.0,4.0,0,225,6,5,2,5.0,1792,0,1792,1,0,2,0,1,4,6,7,4.0,3.0,3,874,4.0,5.0,3,206,49,0,0,0,0,0.0,0,8,2006,6,5,374000
482,483,70,2,50.0,2500,2,2.0,1,2,2,2,1,5,5,8,7,8,1915,2,3,8,0.0,3,4,6,2.0,3.0,1.0,4.0,4.0,0,611,6,5,2,5.0,916,0,1826,1,0,1,1,1,4,7,4,4.0,1.0,1,164,2.0,2.0,3,0,0,0,0,0,0,0.0,0,6,2009,6,5,155000
483,484,120,2,32.0,4500,2,0.0,1,2,2,3,1,5,5,6,6,5,1998,5,3,14,116.0,2,4,6,4.0,3.0,1.0,6.0,4.0,0,319,6,5,2,5.0,1216,0,1216,1,0,2,0,1,2,5,7,0.0,1.0,2,402,4.0,5.0,3,0,125,0,0,0,0,0.0,0,5,2006,6,5,164000
484,485,20,4,0.0,7758,2,0.0,2,2,2,2,1,5,5,6,5,7,1962,2,3,11,0.0,2,3,3,2.0,3.0,1.0,4.0,4.0,0,411,6,4,2,5.0,999,0,999,1,0,1,0,1,3,6,7,0.0,1.0,1,264,4.0,5.0,3,0,132,0,0,0,0,0.0,0,3,2007,6,5,132500
485,486,20,4,80.0,9600,2,0.0,1,2,2,1,1,5,5,6,5,7,1950,2,3,6,0.0,3,4,3,2.0,3.0,1.0,4.0,4.0,0,506,6,4,2,5.0,1113,0,1113,0,0,1,0,1,3,5,7,4.0,1.0,1,264,4.0,5.0,3,0,80,120,0,0,0,0.0,0,7,2009,6,5,147000
486,487,20,4,79.0,10289,2,0.0,1,2,2,1,1,5,5,6,5,7,1965,5,3,6,168.0,2,4,3,2.0,3.0,1.0,4.0,4.0,0,237,6,3,2,5.0,1073,0,1073,1,0,1,1,1,2,6,7,0.0,2.0,2,515,4.0,5.0,3,0,0,0,0,0,0,0.0,0,6,2007,6,5,156000
487,488,20,4,70.0,12243,2,0.0,2,2,2,1,1,5,5,6,5,6,1971,2,3,11,0.0,2,4,3,3.0,3.0,3.0,4.0,4.0,0,486,6,4,2,5.0,1484,0,1484,0,0,2,0,1,2,7,7,3.0,1.0,2,487,4.0,5.0,3,224,0,0,0,180,0,0.0,0,2,2007,6,5,175000
488,489,190,4,60.0,10800,2,0.0,1,2,2,2,1,5,5,3,5,4,1900,2,3,5,0.0,2,2,3,2.0,2.0,1.0,2.0,4.0,0,290,6,3,1,4.0,1766,0,2414,0,0,2,0,2,2,10,3,4.0,1.0,2,520,4.0,2.0,1,142,0,0,0,0,0,0.0,0,5,2006,3,5,160000
489,490,180,2,21.0,1526,2,0.0,1,2,2,1,1,5,5,2,4,8,1970,2,3,15,0.0,2,3,3,3.0,3.0,3.0,6.0,4.0,0,115,6,3,2,5.0,630,0,630,1,0,1,0,1,3,3,7,0.0,1.0,1,286,4.0,5.0,3,0,0,0,0,0,0,0.0,0,5,2009,6,5,86000
490,491,160,2,0.0,2665,2,0.0,1,2,2,1,1,5,5,8,5,6,1976,2,3,15,0.0,2,4,6,3.0,3.0,2.0,5.0,4.0,0,264,6,3,2,5.0,616,0,1304,0,0,1,1,1,2,4,7,4.0,3.0,1,336,4.0,5.0,3,141,24,0,0,0,0,0.0,0,6,2008,6,5,115000
491,492,50,4,79.0,9490,2,0.0,1,2,2,1,1,1,5,3,6,7,1941,2,3,5,0.0,2,4,3,2.0,3.0,1.0,2.0,2.0,165,238,6,3,2,4.0,958,0,1578,1,0,1,0,1,1,5,7,3.0,1.0,1,240,4.0,5.0,3,0,0,32,0,0,0,0.0,0,8,2006,6,5,133000
492,493,60,4,105.0,15578,2,0.0,2,2,2,2,1,5,5,8,6,5,2006,2,3,14,0.0,3,4,6,3.0,3.0,1.0,5.0,4.0,0,728,6,4,2,5.0,728,0,1456,0,0,2,1,1,2,8,7,0.0,2.0,2,429,4.0,5.0,3,0,0,0,0,0,0,0.0,0,5,2006,8,6,172785
493,494,20,4,70.0,7931,2,0.0,1,2,2,1,1,5,5,6,5,6,1960,2,3,5,0.0,2,4,3,2.0,3.0,1.0,2.0,3.0,532,363,6,3,2,4.0,1269,0,1269,0,0,1,1,1,2,6,7,2.0,1.0,1,308,4.0,5.0,3,0,0,0,0,0,0,0.0,0,6,2008,6,5,155000
494,495,30,2,50.0,5784,2,0.0,1,2,2,1,1,1,5,6,5,8,1938,2,3,6,0.0,2,4,2,1.0,3.0,1.0,5.0,4.0,0,190,6,4,2,4.0,886,0,886,0,0,1,0,1,2,4,7,0.0,1.0,1,273,4.0,5.0,3,144,20,80,0,0,0,0.0,0,12,2009,6,5,91300
495,496,30,1,60.0,7879,2,0.0,1,2,2,1,1,5,5,6,4,5,1920,2,3,5,0.0,2,4,3,2.0,3.0,1.0,1.0,4.0,0,225,6,3,1,4.0,720,0,720,0,0,1,0,1,2,4,7,0.0,0.0,0,0,0.0,0.0,1,0,523,115,0,0,0,0.0,0,11,2009,6,2,34900
497,498,50,4,60.0,9120,2,2.0,1,2,2,1,1,5,5,3,7,6,1925,2,3,5,0.0,2,3,6,2.0,3.0,1.0,1.0,4.0,0,697,6,5,2,5.0,1133,0,1820,1,0,2,0,1,2,8,7,0.0,1.0,1,240,4.0,5.0,1,0,100,0,0,0,0,0.0,0,6,2008,6,5,184000
498,499,20,4,65.0,7800,2,0.0,1,2,2,1,1,5,5,6,5,7,1967,5,3,10,89.0,2,4,6,2.0,3.0,1.0,4.0,4.0,0,414,6,5,2,5.0,899,0,899,0,0,1,0,1,3,5,7,0.0,3.0,1,288,4.0,5.0,3,64,0,0,0,0,0,0.0,0,6,2009,6,5,130000
499,500,20,4,70.0,7535,2,0.0,2,2,2,1,1,5,5,6,5,7,1958,2,3,6,0.0,2,4,3,2.0,3.0,1.0,2.0,3.0,279,522,6,2,2,5.0,912,0,912,0,1,1,0,1,2,5,7,0.0,3.0,1,297,4.0,5.0,3,12,285,0,0,0,0,2.0,480,6,2007,6,5,120000
500,501,160,2,21.0,1890,2,0.0,1,2,2,1,1,5,5,8,6,5,1973,2,3,10,285.0,2,4,3,2.0,3.0,1.0,2.0,4.0,0,316,6,3,2,5.0,672,0,1218,0,0,1,1,1,2,7,7,0.0,1.0,1,264,4.0,5.0,3,144,28,0,0,0,0,0.0,0,5,2007,6,5,113000
501,502,60,5,75.0,9803,2,0.0,1,2,2,1,1,5,5,8,7,5,2005,2,3,14,0.0,3,4,6,3.0,3.0,1.0,6.0,4.0,0,466,6,4,2,5.0,866,0,1768,0,0,2,1,1,3,7,7,0.0,2.0,2,603,4.0,5.0,3,0,108,0,0,0,0,0.0,0,2,2008,6,5,226700
502,503,20,4,70.0,9170,2,0.0,1,2,2,2,1,3,5,6,5,7,1965,5,3,6,0.0,2,4,3,2.0,3.0,1.0,4.0,5.0,96,420,6,5,2,5.0,1214,0,1214,1,0,1,0,1,2,6,7,0.0,1.0,2,461,2.0,2.0,3,0,0,184,0,0,0,2.0,400,4,2007,6,5,140000
503,504,20,4,100.0,15602,2,0.0,2,2,2,1,1,5,5,6,7,8,1959,2,3,5,0.0,2,4,3,2.0,3.0,1.0,4.0,4.0,0,254,6,3,2,5.0,1801,0,1801,1,0,2,0,1,2,6,7,3.0,3.0,2,484,4.0,5.0,3,0,54,0,0,161,0,0.0,0,3,2010,6,5,289000
504,505,160,4,24.0,2308,2,0.0,1,2,2,1,1,5,5,8,6,5,1974,2,3,3,0.0,2,4,3,2.0,3.0,1.0,4.0,2.0,495,103,6,3,2,5.0,855,0,1322,0,1,2,1,1,2,6,7,2.0,1.0,2,440,4.0,5.0,3,260,0,0,0,0,0,0.0,0,6,2009,6,5,147000
505,506,90,2,60.0,7596,2,1.0,1,2,2,1,1,1,5,8,5,5,1952,5,3,5,360.0,2,4,3,2.0,3.0,1.0,5.0,4.0,0,960,6,4,2,5.0,960,0,1960,0,0,2,0,2,2,10,7,0.0,1.0,2,400,4.0,5.0,1,0,0,0,0,0,0,0.0,0,7,2009,5,5,124500
506,507,60,4,80.0,9554,2,0.0,2,2,2,1,1,5,5,8,8,5,1993,2,3,14,125.0,3,4,6,3.0,3.0,1.0,6.0,4.0,0,397,6,5,2,5.0,1065,0,1911,0,0,2,1,1,3,8,7,3.0,2.0,2,471,4.0,5.0,3,182,81,0,0,0,0,0.0,0,9,2006,6,5,215000
507,508,20,5,75.0,7862,2,0.0,2,2,2,1,1,5,5,6,6,5,2009,2,3,14,0.0,3,4,6,3.0,3.0,1.0,6.0,4.0,0,1191,6,5,2,5.0,1218,0,1218,0,0,2,0,1,3,4,7,0.0,3.0,2,676,4.0,5.0,3,0,102,0,0,0,0,0.0,0,9,2009,8,6,208300
508,509,70,2,60.0,9600,2,0.0,1,2,2,1,1,5,5,8,7,9,1928,1,3,6,0.0,2,5,2,2.0,3.0,1.0,1.0,4.0,0,548,6,5,2,5.0,689,0,1378,0,0,2,0,1,3,7,7,4.0,1.0,2,360,4.0,5.0,1,0,0,116,0,0,0,0.0,0,10,2008,6,5,161000
509,510,20,4,80.0,9600,2,0.0,1,2,2,2,1,5,5,6,5,6,1959,2,3,6,132.0,2,4,3,2.0,3.0,1.0,4.0,4.0,0,50,6,5,2,5.0,1041,0,1041,1,0,1,0,1,2,6,7,0.0,2.0,1,270,4.0,5.0,3,224,88,0,0,0,0,0.0,0,7,2009,6,5,124500
510,511,20,4,75.0,14559,2,0.0,1,2,2,1,1,5,5,6,5,7,1951,5,3,5,70.0,3,4,3,2.0,3.0,1.0,2.0,2.0,180,178,6,5,2,5.0,1363,0,1363,1,0,1,0,1,2,6,5,3.0,1.0,1,288,4.0,5.0,3,324,42,0,0,168,0,2.0,2000,6,2009,6,5,164900
511,512,120,4,40.0,6792,2,0.0,2,2,2,1,1,5,5,6,7,5,2005,2,3,14,94.0,3,4,6,3.0,3.0,1.0,5.0,4.0,0,1368,6,5,2,5.0,1368,0,1368,0,0,2,0,1,3,6,7,4.0,2.0,2,474,4.0,5.0,3,132,35,0,0,0,0,0.0,0,3,2006,8,6,202665
512,513,20,4,70.0,9100,2,0.0,1,2,2,2,1,3,5,6,5,5,1958,2,3,14,0.0,2,4,3,2.0,3.0,1.0,2.0,3.0,174,169,6,3,2,5.0,864,0,864,1,0,1,0,1,2,5,7,0.0,1.0,2,624,4.0,5.0,3,0,0,0,0,0,0,0.0,0,7,2006,6,5,129900
513,514,20,4,71.0,9187,2,0.0,1,1,2,2,1,5,5,6,6,5,1983,2,3,14,0.0,2,3,6,2.0,3.0,1.0,4.0,4.0,0,748,6,3,2,5.0,1080,0,1080,0,0,1,1,1,2,5,7,0.0,1.0,2,484,4.0,5.0,3,120,0,158,0,0,0,0.0,0,6,2007,6,5,134000
514,515,45,4,55.0,10594,2,0.0,1,2,2,1,1,5,5,1,5,5,1926,2,3,5,0.0,2,4,2,2.0,3.0,1.0,5.0,4.0,0,768,2,2,1,5.0,789,0,789,0,0,1,0,1,2,5,7,0.0,1.0,1,200,1.0,1.0,3,0,0,112,0,0,0,0.0,0,6,2007,6,5,96500
516,517,80,4,0.0,10448,2,0.0,2,2,2,2,1,5,5,5,6,6,1972,2,3,10,333.0,2,4,3,2.0,3.0,1.0,5.0,4.0,0,689,6,3,2,5.0,1378,0,2119,0,0,2,1,1,2,7,7,3.0,2.0,2,583,4.0,5.0,3,0,104,0,0,0,0,0.0,0,8,2009,5,2,158000
517,518,60,4,79.0,10208,2,0.0,2,2,2,1,1,5,5,8,7,5,1996,2,3,14,921.0,3,4,6,3.0,3.0,1.0,5.0,4.0,0,1264,6,5,2,5.0,1277,0,2344,0,0,2,1,1,3,7,7,3.0,2.0,3,889,4.0,5.0,3,220,0,0,0,0,0,0.0,0,7,2009,6,5,265000
518,519,60,4,0.0,9531,2,0.0,2,2,2,4,1,5,5,8,6,5,1998,2,3,14,0.0,2,4,6,3.0,3.0,2.0,6.0,4.0,0,88,6,5,2,5.0,882,0,1796,1,0,2,1,1,2,7,7,0.0,2.0,2,546,4.0,5.0,3,0,36,0,0,0,0,0.0,0,5,2007,6,5,211000
519,520,70,4,53.0,10918,2,0.0,1,2,2,1,1,5,5,8,7,9,1926,1,3,6,0.0,3,4,2,3.0,3.0,1.0,5.0,4.0,0,1276,6,5,2,5.0,1276,0,2080,0,0,1,1,1,3,9,7,4.0,1.0,1,282,4.0,5.0,3,0,0,0,0,145,0,0.0,0,6,2009,6,5,234000
520,521,190,4,60.0,10800,2,1.0,1,2,2,1,1,5,5,8,4,7,1900,2,3,6,0.0,2,4,2,0.0,0.0,0.0,0.0,0.0,0,0,6,3,1,4.0,694,0,1294,0,0,2,0,2,2,7,7,0.0,0.0,0,0,0.0,0.0,1,220,114,210,0,0,0,0.0,0,8,2008,6,5,106250
521,522,20,4,90.0,11988,2,0.0,2,2,2,2,1,3,5,6,6,6,1957,2,3,14,0.0,2,4,3,2.0,3.0,1.0,1.0,4.0,0,467,6,5,2,4.0,1244,0,1244,0,0,1,1,1,2,6,7,4.0,1.0,1,336,4.0,5.0,3,0,40,0,0,0,0,0.0,0,5,2007,6,5,150000
522,523,50,2,50.0,5000,2,0.0,1,2,2,2,1,3,5,3,6,7,1947,2,3,15,0.0,2,3,3,2.0,3.0,1.0,4.0,4.0,0,605,6,5,2,5.0,1004,0,1664,0,0,2,0,1,2,7,7,4.0,1.0,2,420,4.0,5.0,3,0,24,36,0,0,0,0.0,0,10,2006,6,5,159000
523,524,60,4,130.0,40094,2,0.0,2,1,2,1,1,8,7,8,10,5,2007,5,3,15,762.0,4,4,6,4.0,3.0,4.0,6.0,4.0,0,878,6,5,2,5.0,3138,0,4676,1,0,3,1,1,4,11,7,4.0,3.0,3,884,4.0,5.0,3,208,406,0,0,0,0,0.0,0,10,2007,8,6,184750
524,525,60,4,95.0,11787,2,0.0,2,2,2,1,1,5,5,8,7,5,1996,2,3,14,594.0,3,4,6,3.0,3.0,1.0,6.0,4.0,0,660,6,5,2,5.0,1383,0,2398,1,0,2,1,1,3,8,7,3.0,3.0,3,834,4.0,5.0,3,239,60,0,0,0,0,0.0,0,8,2007,6,5,315750
525,526,20,5,62.0,7500,2,2.0,1,2,2,1,1,5,5,6,7,5,2005,2,3,14,0.0,3,4,6,3.0,3.0,1.0,5.0,4.0,0,1257,6,5,2,5.0,1266,0,1266,0,0,2,0,1,3,6,7,3.0,1.0,2,453,4.0,5.0,3,38,144,0,0,0,0,0.0,0,4,2006,6,5,176000
526,527,20,4,70.0,13300,2,0.0,1,2,2,1,1,5,5,6,5,7,1956,5,3,5,0.0,2,4,3,3.0,3.0,1.0,1.0,4.0,0,551,6,3,2,5.0,928,0,928,0,0,1,0,1,2,4,7,0.0,1.0,1,252,4.0,5.0,3,261,0,156,0,0,0,0.0,0,6,2007,6,5,132000
528,529,30,4,58.0,9098,2,0.0,2,2,2,1,1,5,5,6,4,7,1920,2,3,5,0.0,2,4,2,2.0,3.0,2.0,4.0,4.0,0,180,6,5,2,5.0,605,0,605,1,0,1,0,1,2,5,7,0.0,0.0,0,0,0.0,0.0,1,0,0,144,0,0,0,0.0,0,7,2007,6,5,86000
529,530,20,4,0.0,32668,2,0.0,2,2,2,4,1,5,5,6,6,3,1957,5,3,9,0.0,3,4,6,2.0,3.0,1.0,1.0,4.0,0,816,6,3,2,5.0,2515,0,2515,1,0,3,0,2,2,9,6,3.0,2.0,2,484,4.0,5.0,3,0,0,200,0,0,0,0.0,0,3,2007,6,4,200624
530,531,80,4,85.0,10200,2,0.0,1,2,2,1,1,5,5,5,6,5,1988,2,3,10,219.0,3,4,3,3.0,3.0,3.0,6.0,4.0,0,678,6,5,2,5.0,1509,0,1509,1,0,2,0,1,3,5,7,2.0,2.0,2,600,4.0,5.0,3,224,0,0,0,0,0,0.0,0,8,2008,6,2,175000
531,532,70,2,60.0,6155,2,0.0,2,2,2,5,1,7,3,8,6,8,1920,2,3,5,0.0,2,4,2,1.0,2.0,2.0,5.0,4.0,0,611,6,5,2,5.0,751,0,1362,0,0,2,0,1,2,6,7,0.0,3.0,2,502,4.0,2.0,3,0,0,84,0,0,0,0.0,0,6,2008,6,5,128000
532,533,20,4,60.0,7200,2,0.0,1,2,2,1,1,5,5,6,5,7,1955,2,3,14,0.0,2,4,1,0.0,0.0,0.0,0.0,0.0,0,0,6,5,2,5.0,827,0,827,0,0,1,0,1,2,5,3,1.0,1.0,1,392,4.0,5.0,3,0,0,0,0,0,0,0.0,0,4,2010,6,5,107500
533,534,20,4,50.0,5000,2,0.0,1,3,2,1,2,5,5,6,1,3,1946,2,3,14,0.0,1,2,1,0.0,0.0,0.0,0.0,0.0,0,0,6,2,1,3.0,334,0,334,0,0,1,0,1,1,2,7,0.0,0.0,0,0,0.0,0.0,1,0,0,0,0,0,0,0.0,0,1,2007,6,5,39300
